,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2381,2381,32583535,20241221052002,"Apartment ""Iris8""","Exclusive living, 8 rooms, up to 19 people, luxuriously furnished holiday apartment ""Iris8""<br /><br />After your binding booking, you will receive an email from us with summarized information about the apartment.<br />Please note these.<br />In order to simplify your journey, we kindly ask you to contact us by phone about 2 hours before your arrival so that we can hand over the key to you.",1496069,Tim,f,15.0,15.0,t,t,52.4685,13.38534,Entire rental unit,Entire home/apt,16,3.0,6.0,12.0,$502.00,365,1,4,22,1125,1.3,1080.2,,t,21,51,79,307,42,14,1,4.71,4.69,4.79,4.71,4.62,4.55,4.67,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Ringbahnstr.70, 12099, Berlin, Deutschland",t,15,15,0,0,0.63
2389,2389,25526198,20241221052002,Stylish Apartment - 121 sqm - Friedrichsain,"Enjoy to the full the active life in Friedrichshain - Berlin's current hotspot. Relax in comfort and coziness of the spacious 121 sqm apartment with high ceilings, high-quality kitchen and stylish furnishings.<br /><br />From the first hour you can live here carefree and fully equipped with your friends or family. Meanwhile, we take care of your living happiness.<br /><br />Easily reach every corner of Berlin by tram, subway and suburban train. Stations in just 3-12 min. walking distance.",19621812,Hermann,f,1.0,1.0,t,t,52.521087646484375,13.453143119812012,Entire condo,Entire home/apt,5,1.5,2.0,3.0,$130.00,1125,92,92,1125,1125,92.0,1125.0,,t,28,58,88,363,7,0,0,5.0,5.0,5.0,5.0,5.0,4.71,4.86,,f,1,1,0,0,0.09
2391,2391,1131902078941758036,20241221052002,Boutique Apartment,"From this centrally located accommodation, you can reach all the important places in Berlin directly and quickly. It is my pleasure to equip this beautiful apartment in an excellent location with antique furniture and to rent it to nice guests.",45673085,Jan,f,1.0,1.0,t,t,52.50472,13.32033,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,$315.00,29,2,2,29,29,2.0,29.0,,t,7,34,62,324,23,23,1,4.61,4.61,4.39,4.83,4.87,4.91,4.26,"First name and Last name: Jan Sählhof  <br/> Contact address: Bleibtreustraße 6, 10623, 10623 Berlin, <br />Berlin <br/>Listing address: Bleibtreustraße 6, 10623, Berlin, Berlin",t,1,1,0,0,3.29
2394,2394,15472852,20241221052002,Gekommen um zu bleiben!,,10690131,Oliver,t,2.0,3.0,t,t,52.5262,13.34928,Entire rental unit,Entire home/apt,9,3.0,3.0,6.0,$150.00,365,3,3,1125,1125,3.0,1125.0,,t,10,37,63,304,138,37,0,4.78,4.78,4.79,4.94,4.91,4.54,4.62,"First name and Last name: Oliver Vracaric  <br/> Contact address: Trebbiner Straße 28, 14979, Grossbeeren , Deutschland  <br/>Listing address: Bandelstrasse 3, 10559, Berlin , Deutschland ",t,2,2,0,0,1.43
2400,2400,18546362,20241221052002,"Berlin, 100m2 Altbau in Wilmersdorf","The appartment is currently in a pretty well state. Fully furnitured. It is a cosy 100m2 flat in Wilmersdorf, Berlin.  Really interesting and quiet area close to Grünewald, Tegel, Charlottenburg, Schöneberg. <br /><br /> The house is a typical Berlin building with an elevator, quiet and nice neighbors. According to arrange we dispose of two bicicles for our guest.",113966149,Héctor,f,1.0,1.0,t,t,52.48946,13.31001,Entire rental unit,Entire home/apt,5,,2.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,3,0,0,4.0,4.33,4.67,5.0,5.0,3.67,4.33,,f,1,1,0,0,0.04
2402,2402,699645357510342618,20241221052002,Pure Berlin:stylish neu2 Zi/Terrasse/Zentrum/Mauer,"Very individual and luxurious 2-room apartment on  the East Side Gallery and the Mercedes Benz Arena.<br /><br />The family apartment is perfect for 2-5 people.<br /><br />The apartment has a wonderful terrace. A cozy and modern lobby is also available.<br /><br />Just a few steps away  is the East Side Gallery, the Oberbaumbrücke,and the Mercedes Benz Arena. <br /><br />You will experience an unforgettable stay in the middle of Germany's most attractive city!",476321564,Kathrin,t,5.0,5.0,t,t,52.50557635957621,13.439209693640125,Entire serviced apartment,Entire home/apt,5,1.0,1.0,2.0,$149.00,365,1,3,1125,1125,1.5,1125.0,,t,21,48,73,172,76,27,2,4.95,4.99,4.92,4.89,4.97,4.93,4.79,"Legal entity name and Legal form: Pure Berlin GmbH  <br/>Legal representatives or Trade register number: HRB 245039 B <br/> Entity address: Mühlenstraße 20, 10243 , Berlin , Deutschland <br/>Listing address: Mühlenstraße 20, 10243 , Berlin, Deutschland",t,5,5,0,0,2.71
2407,2407,777511540596659796,20241221052002,3 Zi. Apartment am Leopoldplatz,"If you stay at this centrally located home, your family has all the important points of contact nearby.",490722788,Svetlana,f,3.0,3.0,t,t,52.55081181784059,13.360331284655782,Entire rental unit,Entire home/apt,6,1.0,2.0,6.0,$206.00,365,3,3,1125,1125,3.0,1125.0,,t,8,8,8,8,15,1,0,4.4,4.47,4.6,4.27,4.53,4.13,4.4,"Legal entity name and Legal form: K&amp;K Berlinhome GmbH <br/>Legal representatives or Trade register number: HRB 219015 B <br/> Entity address: Fasanenstr. 44, 10719, Berlin, Deutschland <br/>Listing address: Utrechterstr. 36, 13347, Berlin, Deutschland",t,3,3,0,0,0.62
2408,2408,822242607213207119,20241221052002,Schoenhouse City Street | 2-BR Suite + Terrace,"At limehome, we believe that everyone deserves a better place while traveling. A place to look forward to return to. A place designed to stay®. Whether you are looking for a home away from home or a quiet place to work - our apartments feature high-quality fittings including a premium hotel bed for restful nights & suite dreams. Our digital-enabled guest journey without a physical reception and staff on-site makes your stay more convenient.",418270816,Limehome,f,833.0,928.0,t,t,52.5299,13.409662,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,$183.00,365,1,1,180,999,1.0,732.2,,t,12,32,58,291,6,3,0,3.5,3.83,3.33,3.5,3.33,4.5,3.33,"Legal entity name and Legal form: Peter & Peter Boarding House Mitte GmbH <br/>Legal representatives or Trade register number: HRB 268344 <br/> Entity address: Rosenheimer Str. 143 A-D, 81671, München, Germany <br/>Listing address: 28 Lottumstraße , 10119, Berlin, Germany",t,72,72,0,0,0.31
2420,2420,4027713,20241221052002,Dilo Apartments - Akazien Residenz Berlin 160 sqm,"150 sqm, bright 4-room apartment on the 4th floor with high ceilings, 2 bathrooms, a great balcony view and a good floor plan, offers enough space for privacy in the beautifully modernized, completely renovated turn-of-the-century building directly opposite the shopping mall.<br /><br />-2x LCD - TV (HD) flat screen<br />- Cabel TV<br />- 2 x bathrooms total 2 showers<br />- Kitchen fully equipped<br />- Washing machine<br />**Please also note our newest 4-room (The H20 Apartment Berlin) with 160 square meters**",20882412,Dlauar,,3.0,3.0,t,t,52.48599,13.3574,Entire rental unit,Entire home/apt,12,2.0,3.0,9.0,$295.00,1125,1,3,1125,1125,3.0,1125.0,,t,22,52,82,183,241,19,2,4.87,4.89,4.88,4.9,4.95,4.69,4.69,07/Z/AZ/011782-22,f,2,2,0,0,1.94
2421,2421,974750657737005986,20241221052002,Apart2-1 room -5 bed-kitchen-shower-toilet-parking,"Accommodation with full facilities, including top WiFi, TV, etc. for 2-5 people, in one app. with own bathroom, shower/toilet, kitchenette, refrigerator, outdoor area for sitting, grilling, etc.<br />Bus in front of the door, BAB Stadtring exit Gradestr. 5 min. - Still quiet in the green.<br /><br />Parking on site",460661872,Uwe Andreas,f,3.0,4.0,t,t,52.4451066,13.4319209,Entire rental unit,Entire home/apt,5,1.0,1.0,4.0,$148.00,28,1,2,1125,1125,1.2,1125.0,,t,13,33,57,107,2,2,0,2.5,2.0,3.0,3.0,3.0,3.5,3.5,"Legal entity name and Legal form: Bueno Restaurant GmbH <br/>Legal representatives or Trade register number: HRB200643 <br/> Entity address: Britzer Damm 199, 12347, Berlin, Deutschland <br/>Listing address: Koppelweg 8, 12347 , Berlin-Neukölln-Britz, Deutschland",f,2,2,0,0,0.23
2443,2443,36096894,20241221052002,Bright & generous flat for families (110m2),"Our flat (110qm) with its 2 sunnny balconies and modern equipment in northern Prenzlauer Berg is a perfect place for a relaxed stay in Berlin for you, your family or friends. <br /><br />Our bright and spacious 110sqm apartment in the south of Pankows has two balconies and modern amenities. With a children's and teenage room, our apartment is a perfect place for families.",26333790,Verena,f,1.0,1.0,t,t,52.5572,13.41661,Private room in rental unit,Private room,5,1.0,3.0,3.0,$135.00,40,5,5,40,40,5.0,40.0,,t,1,8,8,8,36,8,0,5.0,5.0,4.92,4.97,4.94,4.89,4.97,03/Z/AZ/004845-19,f,1,0,1,0,0.55
2447,2447,1313787012331226905,20241221052002,Wellness Maisonette&Dachterasse,"With this unique accommodation, all important points of contact are close by – so planning your stay is easy. Luxury attic maisonette in Charlottenburg, perfectly located between Kantstraße and Ku'damm! The highlight is the 50 sqm roof terrace with hot tub, sauna and panoramic views of the radio tower, Alex and Breitscheidplatz. Enjoy exclusive comfort, central location in one of Berlin's most desirable areas!",543714208,Murat,f,22.0,22.0,t,t,52.50600739625035,13.292655717224436,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,$400.00,365,1,1,365,365,1.0,365.0,,t,30,60,90,365,0,0,0,,,,,,,,,f,22,22,0,0,
2449,2449,39392740,20241221052002,Large bright appartment in the hart of Berlin,"This bright, family friendly flat is situated in a quiet neighbourhood of Berlin Alt-Treptow, next to canals and Spree river. The area boarders two parks with playgrounds and boat hire places. While the area itself is quiet, in 5 minutes walk you reach vibrant neighbourhoods Kreuzberg and Neukölln. There are plenty of restaurants and supermarkets. The flat has a large living and dining room with a big balcony, 3 bedrooms with a child's bed, a fully equiped kitchen, bath tab and a separate WC.",302581784,Alina,f,1.0,1.0,t,f,52.48894,13.44299,Entire rental unit,Entire home/apt,6,,3.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.02
2461,2461,30701977,20241221052002,"Sonnenloft: Hell, groß und ruhig","Our apartment is located in the attic of a Neuköllner old building and is wonderfully quiet and bright.<br /><br />In addition to the large kitchen-living room with dining area, fireplace, sofas and armchairs, there is a southwest-facing large balcony, 2 bedrooms and a guest room with 2 beds each.<br /><br />You have room here for a large meal of 10 people.<br /><br />The fireplace makes it cozy in the evening and in the sunshine nothing goes over a splash on the sun terrace, or yoga in the morning.",91694986,Lucie,f,1.0,1.0,t,t,52.46197,13.43018,Entire loft,Entire home/apt,6,,3.0,,,14,5,5,14,14,5.0,14.0,,t,0,0,0,0,4,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,08/Z/AZ/012207-22,f,1,1,0,0,0.06
2464,2464,341910,20241221052002,Top floor apartment in Berlin,,1734792,Peter,f,1.0,2.0,t,t,52.49885,13.40021,Entire rental unit,Entire home/apt,5,1.0,1.0,6.0,$85.00,1125,2,2,1125,1125,2.0,1125.0,,t,16,42,67,312,465,37,1,4.49,4.72,4.68,4.63,4.6,4.55,4.5,"First name and Last name: Peter Weis <br/> Contact address: Alexandrinenstr. 1a, 10969, Berlin, Berlin <br/>Listing address: Alexandrinenstr. 1a, 10969, Berlin, Berlin",f,1,1,0,0,2.99
2472,2472,918528225991493873,20241221052002,3-Zimmer-Aprtment im Kollwitzkiez,,271235180,Stina,f,42.0,44.0,t,f,52.5308241,13.4174362,Entire rental unit,Entire home/apt,5,,3.0,,,365,92,92,365,365,92.0,365.0,,t,0,0,0,51,0,0,0,,,,,,,,,f,40,40,0,0,
2476,2476,31009295,20241221052002,Schöne 3-Zimmer Wohnung im Bergmannkiez,"Beautiful old building apartment in the quiet part of Bergmannstraße, right on the Markthalle. There are numerous restaurants, shops, supermarkets, bars, and bars in Bergmannstraße. There is a playground in front of the apartment. The apartment has 3 large rooms, in the living room there is a pull-out couch on which two people can sleep. A third person could sleep on a pull-out chair. Super fast wifi+TV available. Bathroom with bathtub and washing machine.",3667840,Magdalena,f,1.0,1.0,t,t,52.4896,13.3976,Entire rental unit,Entire home/apt,6,,3.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,1,1,0,0,
2487,2487,53687390,20241221052002,Apartment in Bergmannkiez,"The apartment is located in the middle of the well known Bergmannkiez. Even though there are plenty of options for having dinner or going out, the place itself is located in a very calm area.",2825203,Chris,f,1.0,2.0,t,t,52.49324431643265,13.399288536410504,Entire rental unit,Entire home/apt,5,,1.0,,,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,0,0,0,,,,,,,,02/Z/AZ/014514-21,f,1,1,0,0,
2497,2497,31883269,20241221052002,Lovely spacious condo in the central of Berlin !!,"The modern apartment is located near the hotspot Potsdamer Platz.<br />Sights like the Brandenburger Gate are reachable by foot in 10 min. You are very close to shopping malls, restaurants and public transportation. The apartment includes a bed room with a king size bed and an attached bath room. The living room provides 2 sofa beds. Sheets and towels included.WIFI and Netflix are included, no cable TV.<br />No smoking or partying, but there are plenty clubs and bars nearby.5 % city tax for private trips",156046558,Anthony,f,5.0,10.0,t,t,52.5053,13.38215,Entire rental unit,Entire home/apt,6,,1.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,19,0,0,4.37,4.53,4.37,4.74,4.84,4.58,4.0,,f,4,4,0,0,0.27
2502,2502,22581247,20241221052002,Clever choice near Potsdamerplatz,"This apartment with 3 bedrooms for 5-8 guests is located in the city center. Without a living room but with a big space in the kitchen with a big table.<br />Perfect access to public transportation (U1, M85, M48 Kurfurstenstrasse in 100 m, U2 - 350m).<br /> Ideal for groups of colleagues. WiFi<br />Possibility of smoking on a balcony (emergency exit in the 3d Bedroom)",163576464,Roman,f,2.0,4.0,t,f,52.50122,13.36212,Entire rental unit,Entire home/apt,8,,3.0,,,730,2,3,730,730,2.1,730.0,,t,0,1,1,1,85,23,1,4.49,4.64,4.53,4.81,4.78,4.65,4.45,"Legal entity name and Legal form: Ferienwohnungen Pensionat24 FWP GmbH <br/>Legal representatives or Trade register number: AG Berlin Charlottenburg  HRB 140215 <br/> Entity address: Pohlstr 65, 10785, Berlin, Германия <br/>Listing address: Pohlstr 65, 10785, Berlin, Deutschland",f,2,2,0,0,1.12
2515,2515,40715813,20241221052002,Whole House in Friedrichshain/Central/Quiet/Unique,"Your very own house, so central and yet so quiet in hip Friedrichshain. Located in a green courtyard you live on 2 floors, in the house you can expect an exclusive art collection of an artist born in Berlin 1942. <br />Also you have your own terrace with seating and a balcony. Great decor, big cozy beds, amazing location! City tax included.<br /><br />Many sights in the area:<br />East Side Gallery - 10 min<br />Alexanderplatz - 10 min<br />Spree - 5 min<br />Warschauer Straße - 5 min<br />Berghain - 5 min<br />and many more",11928160,Felipe,f,2.0,2.0,t,t,52.51328,13.44616,Entire home,Entire home/apt,8,,4.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,12,0,0,5.0,5.0,5.0,5.0,5.0,4.83,4.75,,t,1,1,0,0,0.21
2525,2525,571424111042819093,20241221052002,6 rooms - bis zu 6 eigenständige Apartments,"We offer quiet and centrally located accommodation in Berlin. Our complex consists of 6 apartments, each with a double bed, private bathroom and small kitchenette. Apartments can be reserved separately. <br /><br />Important: The price mentioned refers to the booking of 6 apartments! For less than 6 apartments, please ask for your individual offer. Please feel free to ask us a request if you are interested in booking several apartments.",446897757,Zeitgeist Berlin,f,8.0,8.0,t,t,52.5218,13.31969,Entire vacation home,Entire home/apt,12,,6.0,,,365,2,2,365,365,2.0,365.0,,t,0,0,0,0,8,0,0,4.75,4.63,4.75,4.5,4.63,4.38,4.25,"Legal entity name and Legal form: Zeitgeist Berlin GmbH <br/>Legal representatives or Trade register number: Philipp Oehmke &amp; Malte Herbst <br/> Entity address: Odenwaldstr 12, 12161, Berlin, Deutschland <br/>Listing address: Dovestraße 9, 10587, Berlin, Deutschland",f,8,8,0,0,0.23
2529,2529,32534334,20241221052002,Beautiful family apartment with a sunny terrace,"Our fully furnished and equipped apartment (84m2/914 ft2) is available for sublet due to professional reasons.<br /><br />This ground floor apartment comprises 2 bedrooms (one master bedroom with 2 beds  and another bedroom/children's room with a mezzanine floor), an open space kitchen/living room, a work area, one bathroom and a large terrace (15m2/50 ft2) facing south-east.",8329189,Thomas,f,1.0,1.0,t,t,52.51737,13.48238,Entire rental unit,Entire home/apt,5,,2.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,1,1,0,0,
2531,2531,40885548,20241221052002,Family Flat for Rental in Schöneweide!,"We are a fresh new family and thats why we decided to move together. The flat is newly renovatet and stuffed with our belongings. We try to seperate the most but its not possible for us to seperate everything. With the fireplace in the living room its realy comfortable. You have a private room, the kitchen, bathroom and living room! We normaly dont invite guests so its not orientated as such a rental business. You are welcome to live how we live!",20846210,Alexander,f,1.0,2.0,t,t,52.45517,13.51709,Entire rental unit,Entire home/apt,5,,2.0,,,28,3,3,28,28,3.0,28.0,,t,0,0,0,0,11,5,0,4.73,4.73,4.45,4.55,4.64,4.45,4.64,09/Z/RA/004606-24,t,1,1,0,0,0.27
2543,2543,23145911,20241221052002,"80sqm Beautiful family-friendly apartment, central","Stylish, family-friendly 80sqm apartment. It offers everything you need for your stay in Berlin. The location is central directly near Prenzlauer Berg with Mauerpark, trendy neighborhoods, great restaurants, cafes, playgrounds, parks, culture, sights. Super kitchen equipment, family friendly, cozy balcony, garden for BBQ. Subway station 3min away.<br /><br />The apartment is free when we are on vacation. So it is NOT an explicit vacation apartment, appropriate handling we expect :-)",167547269,Martin,f,1.0,1.0,t,t,52.55944338204647,13.4101775698913,Entire rental unit,Entire home/apt,5,,2.0,,,730,4,4,730,730,4.0,730.0,,t,0,0,0,0,16,4,0,4.94,4.88,4.81,4.94,4.88,4.94,4.88,03/Z/AZ/006633-21,f,1,1,0,0,0.19
